Age,Attrition,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
34,Yes,Human Resources,23,Human Resources,1,590,2,Female,43,3,3,1,Divorced,9950,11533,Yes,15,3,3,80,11,3,3,0
42,No,Research & Development,5,Other,1,591,2,Male,97,3,1,3,Married,2093,9260,No,17,3,4,80,8,3,2,2
36,No,Sales,10,Medical,1,592,2,Male,32,3,3,4,Single,9980,15318,No,14,3,4,80,10,2,10,9
22,Yes,Research & Development,4,Technical Degree,1,593,3,,99,2,1,3,Single,3894,9129,No,16,3,3,80,4,3,2,1
48,No,Sales,2,Marketing,1,595,2,Female,37,3,2,4,Married,4051,19658,No,14,3,1,80,14,3,9,6
55,No,Sales,18,Life Sciences,1,597,1,Female,83,3,4,2,Single,16835,9873,No,23,4,4,80,37,3,10,7
41,No,Sales,10,Life Sciences,1,599,4,Male,56,3,2,4,Single,6230,13430,No,14,3,4,80,16,3,14,1
35,No,Sales,1,Marketing,1,600,2,Male,85,3,2,3,Married,4717,18659,No,11,3,3,80,15,3,11,6
40,No,Research & Development,6,Life Sciences,1,601,2,Female,75,3,4,3,Single,13237,20364,No,15,3,3,80,22,3,20,5
39,No,Research & Development,8,Life Sciences,1,602,3,Female,48,3,1,3,Married,3755,17872,No,11,3,1,80,8,3,8,0
31,No,Sales,2,Life Sciences,1,604,2,Male,77,3,2,4,Single,6582,8346,Yes,13,3,3,80,10,4,6,0
42,No,Research & Development,24,Medical,1,605,4,Male,56,3,3,1,Married,7406,6950,Yes,21,4,4,80,10,2,10,5
45,No,Sales,2,Other,1,606,4,Male,61,3,2,2,Married,4805,16177,No,19,3,2,80,9,4,8,3
26,Yes,Human Resources,17,Life Sciences,1,608,2,Female,58,3,1,3,Divorced,2741,22808,Yes,11,3,2,80,8,2,7,1
29,No,Research & Development,19,Technical Degree,1,611,4,Male,34,3,2,4,Divorced,4262,22645,No,12,3,2,80,8,4,3,1
33,No,Research & Development,1,Medical,1,612,1,Female,95,4,4,3,Divorced,16184,22578,No,19,3,3,80,10,3,6,0
31,No,Sales,7,Life Sciences,1,613,3,Male,44,2,3,4,Divorced,11557,25291,No,21,4,3,80,10,2,5,0
18,Yes,Sales,5,Marketing,1,614,2,Male,69,3,1,2,Single,1878,8059,Yes,14,3,4,80,0,3,0,0
40,No,Sales,28,Other,1,615,3,Male,58,1,3,1,Divorced,10932,11373,No,15,3,3,80,20,3,1,0
41,No,Research & Development,2,Other,1,616,1,Female,62,2,2,3,Single,6811,2112,Yes,17,3,1,80,10,3,8,0
26,No,Sales,29,Medical,1,618,1,Male,45,3,2,3,Divorced,4306,4267,No,12,3,1,80,8,3,0,0
35,No,Sales,1,Medical,1,620,1,,,3,2,3,Single,4859,6698,No,16,3,4,80,5,3,5,0
34,No,Sales,21,Life Sciences,1,621,4,Male,74,4,2,4,Single,5337,19921,No,12,3,4,80,10,3,10,5
26,Yes,Research & Development,24,Technical Degree,1,622,3,Male,66,1,1,4,Single,2340,23213,Yes,18,3,2,80,1,1,1,0
37,No,Research & Development,1,Technical Degree,1,623,2,Female,59,3,3,4,Single,7491,23848,No,17,3,4,80,12,4,6,1
46,No,Research & Development,18,Medical,1,624,1,Female,86,3,3,3,Married,10527,8984,No,11,3,4,80,28,2,2,1
41,No,Sales,2,Life Sciences,1,625,2,Female,91,3,4,1,Married,16595,5626,No,16,3,2,80,22,3,18,11
37,No,Sales,9,Medical,1,626,1,Male,69,3,3,2,Divorced,8834,24666,No,13,3,4,80,9,3,9,7
52,No,Research & Development,6,Technical Degree,1,630,4,Male,78,3,2,1,Divorced,5577,22087,Yes,12,3,2,80,18,3,10,6
32,Yes,Sales,11,Other,1,631,4,Male,60,4,2,3,Married,4707,23914,No,12,3,4,80,6,3,4,1
24,No,Sales,24,Medical,1,632,4,Male,38,3,1,4,Married,2400,5530,No,13,3,3,80,3,3,2,2
38,No,Research & Development,10,Medical,1,634,3,Female,,3,2,3,Married,9824,22174,No,19,3,3,80,18,3,1,0
37,No,Research & Development,1,Life Sciences,1,635,2,Female,65,3,2,2,Married,6447,15701,No,12,3,2,80,8,2,6,4
49,No,Research & Development,18,Life Sciences,1,638,4,Male,58,2,5,3,Divorced,19502,2125,Yes,17,3,3,80,31,3,31,0
24,No,Research & Development,23,Medical,1,639,2,Male,89,4,1,4,Married,2725,21630,Yes,11,3,2,80,6,3,6,1
26,No,Sales,28,Marketing,1,641,1,Male,66,3,2,2,Married,6272,7428,No,20,4,4,80,6,4,5,1
24,No,Research & Development,17,Other,1,643,4,Male,94,2,1,2,Married,2127,9100,No,21,4,4,80,1,3,1,0
50,No,Human Resources,3,Medical,1,644,1,Male,99,3,5,2,Married,18200,7999,No,11,3,3,80,32,3,32,10
25,No,Sales,13,Medical,1,645,2,Male,40,3,1,3,Married,2096,26376,No,11,3,3,80,7,3,7,0
24,Yes,Research & Development,7,Life Sciences,1,647,1,Female,,3,1,3,Married,2886,14168,Yes,16,3,4,80,6,3,6,1
30,Yes,Sales,12,Life Sciences,1,648,2,Male,74,,1,1,Married,2033,14470,No,18,3,3,80,1,4,1,0
34,No,Research & Development,1,Life Sciences,1,649,2,Male,83,2,1,4,Married,3622,22794,Yes,13,3,4,80,6,3,6,1
31,Yes,Sales,13,Medical,1,650,2,Male,46,3,2,1,Divorced,4233,11512,No,17,3,3,80,9,1,3,1
35,No,Research & Development,25,Other,1,652,1,Male,54,2,2,4,Single,3681,14004,No,14,3,4,80,9,3,3,0
31,No,Sales,6,Medical,1,653,1,Male,66,4,2,4,Divorced,5460,6219,No,22,4,4,80,13,4,7,5
27,No,Research & Development,6,Medical,1,655,1,Female,66,2,1,3,Divorced,2187,5013,No,12,3,3,80,6,2,5,0
37,No,Sales,2,Marketing,1,656,4,Male,75,3,2,3,Married,9602,3010,Yes,11,3,3,80,17,2,3,1
20,No,Research & Development,1,Life Sciences,1,657,4,Female,83,2,1,2,Single,2836,11757,No,13,3,4,80,1,4,1,0
42,No,Research & Development,2,Life Sciences,1,659,3,Female,81,3,2,4,Married,4089,5718,No,13,3,2,80,10,3,10,2
43,No,Research & Development,6,Other,1,661,2,Male,50,2,4,4,Divorced,16627,2671,Yes,14,3,3,80,21,2,1,0
38,No,Research & Development,1,Life Sciences,1,662,3,Female,43,3,1,1,Single,2619,14561,No,17,3,4,80,8,2,0,0
43,No,Research & Development,9,Medical,1,663,4,Male,72,3,2,3,Divorced,5679,19627,Yes,13,3,2,80,10,3,8,4
48,No,Research & Development,1,,1,664,4,Female,40,,4,1,Married,15402,17997,No,11,3,1,80,21,1,3,0
44,No,Human Resources,1,Life Sciences,1,665,1,Female,50,2,2,3,Single,5985,26894,No,11,3,2,80,10,4,2,0
34,No,Sales,14,Technical Degree,1,666,3,Female,31,3,1,3,Divorced,2579,2912,Yes,18,3,4,80,8,3,8,0
27,Yes,Sales,2,Marketing,1,667,3,Male,85,3,1,1,Divorced,3041,16346,No,11,3,2,80,5,3,4,0
21,No,Sales,22,Technical Degree,1,669,3,Male,49,3,1,3,Single,3447,24444,No,11,3,3,80,3,3,3,1
44,No,Research & Development,3,Other,1,671,4,Male,35,3,5,4,Married,19513,9358,Yes,12,3,1,80,26,4,2,0
22,No,Research & Development,6,,1,675,1,Male,69,3,1,3,Married,2773,12145,No,20,4,4,80,3,3,2,2
33,No,Sales,8,Marketing,1,677,3,Male,39,3,2,3,Divorced,7104,20431,No,12,3,4,80,6,3,5,1
32,No,Research & Development,9,Life Sciences,1,679,1,Female,92,3,2,4,Married,6322,18089,Yes,12,3,4,80,6,2,6,0
30,No,Research & Development,3,Medical,1,680,3,Female,71,3,1,3,Divorced,2083,22653,No,20,4,3,80,1,3,1,0
53,No,Sales,1,,1,682,4,Female,34,3,2,1,Single,8381,7507,No,20,4,4,80,18,4,14,8
34,No,Research & Development,1,Life Sciences,1,683,2,Male,42,3,1,4,Married,2691,7660,No,12,3,4,80,10,2,10,8
45,Yes,Sales,26,Life Sciences,1,684,1,Female,100,3,2,1,Married,4286,5630,No,14,3,4,80,5,3,1,0
26,No,Research & Development,6,Life Sciences,1,686,3,Female,71,3,1,4,Married,2659,17759,Yes,13,3,3,80,3,3,3,0
37,No,Research & Development,3,Other,1,689,3,Male,36,3,3,3,Married,9434,9606,No,15,3,3,80,10,3,10,7
29,No,Sales,3,Medical,1,690,2,Female,62,3,2,3,Married,5561,3487,No,14,3,1,80,6,2,6,1
35,No,Research & Development,6,Life Sciences,1,691,2,Male,82,1,2,4,Single,6646,19368,No,13,3,2,80,17,3,17,11
33,No,Research & Development,6,Life Sciences,1,692,3,Male,30,3,2,4,Divorced,7725,5335,No,23,4,3,80,15,1,13,4
54,No,Human Resources,19,Medical,1,698,3,Male,88,3,3,2,Married,10725,6729,No,15,3,3,80,16,4,9,7
36,No,Research & Development,9,,1,699,2,Male,48,2,2,2,Divorced,8847,13934,Yes,11,3,3,80,13,3,3,0
27,No,Research & Development,3,Medical,1,700,1,Male,54,2,1,4,Single,2045,15174,No,13,3,4,80,5,3,4,1
20,Yes,Research & Development,10,Medical,1,701,4,Male,32,3,1,3,Single,1009,26999,Yes,11,3,4,80,1,3,1,1
33,Yes,Research & Development,3,Life Sciences,1,702,1,Male,70,3,1,1,Single,3348,3164,Yes,11,3,1,80,10,3,10,9
35,No,Research & Development,3,Life Sciences,1,704,3,Male,41,2,1,3,Married,1281,16900,No,18,3,3,80,1,3,1,0
23,No,Research & Development,4,Medical,1,705,1,Male,58,4,1,1,Married,2819,8544,No,16,3,1,80,5,4,3,0
25,No,Sales,8,Life Sciences,1,707,4,Male,57,4,2,2,Married,4851,15678,No,22,4,3,80,4,3,3,1
38,No,Sales,7,Marketing,1,709,4,Female,46,2,2,4,Single,4028,7791,No,20,4,1,80,8,3,7,0
29,No,Research & Development,1,,1,710,2,Male,76,1,1,4,Divorced,2720,18959,No,18,3,4,80,10,3,10,2
48,No,Sales,2,Marketing,1,712,2,Male,56,4,2,2,Married,8120,18597,No,12,3,4,80,12,3,2,2
27,No,Sales,3,Medical,1,714,4,Female,71,4,2,4,Divorced,4647,16673,Yes,20,4,2,80,6,3,6,0
37,No,Research & Development,10,Life Sciences,1,715,4,Male,80,4,1,4,Single,4680,15232,No,17,3,1,80,4,3,1,0
50,No,Research & Development,28,Medical,1,716,4,Male,74,4,1,3,Married,3221,3297,Yes,11,3,3,80,20,3,20,3
34,No,Research & Development,9,Medical,1,717,4,Female,46,2,3,2,Single,8621,17654,No,14,3,2,80,9,4,8,7
24,Yes,Sales,3,Life Sciences,1,720,1,Female,65,3,2,3,Single,4577,24785,No,14,3,1,80,4,3,2,2
39,No,Research & Development,2,Technical Degree,1,721,4,Female,80,2,2,3,Single,4553,20978,No,11,3,1,80,20,3,20,11
32,No,Sales,10,Marketing,1,722,4,Male,55,3,2,4,Single,5396,21703,No,12,3,4,80,10,2,10,0
50,Yes,Sales,8,,1,723,2,Male,50,3,2,3,Married,6796,23452,Yes,14,3,1,80,18,3,4,1
38,No,Research & Development,1,Life Sciences,1,724,2,Female,33,4,2,4,Single,7625,19383,No,13,3,3,80,10,2,9,1
27,No,Research & Development,1,Life Sciences,1,725,3,Female,68,3,3,1,Married,7412,6009,No,11,3,4,80,9,3,9,0
32,No,Research & Development,3,Life Sciences,1,727,3,Female,39,3,3,4,Single,11159,19373,No,15,3,4,80,10,3,7,7
47,No,Sales,14,Marketing,1,728,4,Male,42,3,2,1,Single,4960,11825,No,12,3,4,80,20,3,7,1
40,No,Sales,5,Life Sciences,1,729,4,Male,48,2,3,1,Married,10475,23772,Yes,21,4,3,80,20,3,18,1
53,No,Research & Development,7,Life Sciences,1,730,3,Male,59,4,4,3,Married,14814,13514,No,19,3,3,80,32,3,5,1
41,No,Human Resources,10,Human Resources,1,731,2,Male,73,2,5,4,Divorced,19141,8861,No,15,3,2,80,23,2,21,12
60,No,Sales,16,Marketing,1,732,1,Male,84,3,2,1,Single,5405,11924,No,14,3,4,80,10,3,2,2
27,No,Research & Development,10,Life Sciences,1,733,4,Male,32,3,3,1,Divorced,8793,4809,No,21,4,3,80,9,2,9,1
41,No,Human Resources,1,,1,734,4,Male,59,2,5,3,Married,19189,19562,No,12,3,2,80,22,3,22,2
50,No,Sales,8,Marketing,1,738,4,Male,54,3,1,2,Married,3875,9983,No,15,3,4,80,4,3,2,2
28,Yes,Research & Development,1,Life Sciences,1,741,1,Female,67,1,1,2,Single,2216,3872,Yes,13,3,4,80,10,3,7,3
36,No,Research & Development,8,Life Sciences,1,742,1,Female,63,4,3,1,Married,11713,20335,No,14,3,1,80,10,3,8,0
38,No,Research & Development,1,Life Sciences,1,743,3,Female,81,3,3,3,Single,7861,15397,Yes,14,3,4,80,10,4,1,0
44,No,Research & Development,24,Medical,1,744,1,Male,49,1,1,3,Single,3708,2104,No,14,3,3,80,9,3,5,1
47,No,Sales,3,Medical,1,746,4,Female,49,3,4,3,Divorced,13770,10225,Yes,12,3,4,80,28,2,22,11
30,No,Sales,27,Marketing,1,747,3,Male,99,3,2,4,Divorced,5304,25275,No,23,4,4,80,10,2,8,7
29,No,Sales,10,Life Sciences,1,749,3,Male,99,3,1,3,Single,2642,2755,No,11,3,3,80,1,3,1,0
42,Yes,Research & Development,19,Medical,1,752,3,Male,57,4,1,3,Divorced,2759,20366,Yes,12,3,4,80,7,3,2,2
43,No,Sales,15,Life Sciences,1,754,4,Male,47,2,2,4,Married,6804,23683,No,18,3,3,80,7,3,2,2
34,No,Research & Development,8,,1,757,2,Female,96,3,2,3,Single,6142,7360,No,11,3,4,80,10,3,5,4
23,No,Research & Development,9,Medical,1,758,2,Male,37,3,1,1,Married,2500,4344,No,14,3,4,80,5,4,4,0
39,No,Human Resources,3,Human Resources,1,760,3,Female,44,4,2,2,Married,6389,18767,No,15,3,3,80,12,1,8,3
56,No,Research & Development,9,Medical,1,762,3,Male,81,3,4,4,Married,11103,20420,No,11,3,3,80,30,2,10,1
40,No,Research & Development,2,Medical,1,763,4,Female,86,2,1,4,Single,2342,22929,Yes,20,4,4,80,5,2,4,2
27,No,Research & Development,7,Medical,1,764,4,Female,55,2,2,1,Single,6811,23398,No,19,3,1,80,9,1,7,0
29,No,Sales,10,Marketing,1,766,4,Male,83,3,1,2,Divorced,2297,17967,No,14,3,4,80,2,3,2,2
53,No,Research & Development,6,Life Sciences,1,769,4,Male,86,3,2,4,Single,2450,10919,No,17,3,4,80,19,3,2,2
35,No,Research & Development,2,Life Sciences,1,771,4,Female,61,3,2,1,Divorced,5093,4761,No,11,3,1,80,16,4,1,0
32,No,Research & Development,24,,1,772,1,Male,80,3,2,4,Married,5309,21146,No,15,3,4,80,10,3,10,4
38,No,Research & Development,2,,1,773,4,Male,92,3,1,3,Married,3057,20471,Yes,13,3,2,80,6,1,1,0
34,No,Research & Development,8,Life Sciences,1,775,2,Female,32,3,2,1,Divorced,5121,4187,No,14,3,3,80,7,3,0,0
52,No,Sales,3,Marketing,1,776,3,Male,31,2,4,1,Married,16856,10084,No,11,3,1,80,34,4,34,1
33,Yes,Research & Development,1,Other,1,780,4,Male,63,3,1,4,Single,2686,5207,Yes,13,3,3,80,10,2,10,7
25,No,Sales,26,Medical,1,781,3,Female,32,3,2,4,Single,6180,22807,No,23,4,2,80,6,2,6,1
45,No,Sales,2,Technical Degree,1,783,2,Male,46,1,2,3,Single,6632,12388,No,13,3,1,80,9,3,8,3
23,No,Research & Development,10,Medical,1,784,1,Male,79,4,1,3,Single,3505,19630,No,18,3,4,80,2,3,2,0
47,Yes,Sales,27,Life Sciences,1,785,2,Female,77,4,2,3,Single,6397,10339,Yes,12,3,4,80,8,3,5,1
34,No,Sales,2,Other,1,786,4,Male,60,3,2,4,Single,6274,18686,No,22,4,3,80,6,3,6,1
55,Yes,Research & Development,2,Medical,1,787,4,Male,78,3,5,1,Married,19859,21199,Yes,13,3,4,80,24,3,5,1
36,No,Sales,8,Life Sciences,1,789,1,Male,76,2,3,1,Single,7587,14229,No,15,3,2,80,10,3,10,0
52,No,Research & Development,19,Medical,1,791,4,Male,41,3,1,4,Married,4258,26589,No,18,3,1,80,5,3,4,1
26,No,Research & Development,1,Life Sciences,1,792,1,Female,71,1,1,4,Divorced,4364,5288,No,14,3,1,80,5,3,2,2
29,No,Research & Development,27,Medical,1,793,2,Female,66,3,2,3,Married,4335,25549,No,12,3,1,80,11,2,8,1
26,Yes,Sales,8,Technical Degree,1,796,4,Male,38,2,2,1,Single,5326,3064,No,17,3,3,80,6,2,4,1
34,No,Research & Development,1,Life Sciences,1,797,2,Female,72,4,1,4,Single,3280,13551,No,16,3,3,80,10,3,4,1
54,No,Research & Development,19,Medical,1,799,4,Female,95,3,2,1,Divorced,5485,22670,Yes,11,3,2,80,9,3,5,1
27,No,Sales,8,Marketing,1,800,3,Male,84,3,2,4,Married,4342,24008,No,19,3,2,80,5,3,4,1
37,No,Research & Development,10,Life Sciences,1,802,4,Female,82,3,1,1,Divorced,2782,19905,Yes,13,3,2,80,6,2,5,4
38,No,Research & Development,2,Life Sciences,1,803,1,Female,75,4,2,1,Single,5980,26085,Yes,12,3,4,80,17,3,15,4
34,No,Research & Development,2,Medical,1,804,3,Female,86,2,1,1,Single,4381,7530,No,11,3,3,80,6,3,6,1
35,No,Sales,8,Life Sciences,1,805,1,Female,72,3,1,4,Married,2572,20317,No,16,3,2,80,3,2,3,0
30,No,Research & Development,1,Life Sciences,1,806,4,Male,38,1,1,3,Married,3833,24375,No,21,4,3,80,7,3,2,0
40,No,Research & Development,2,,1,807,3,,38,4,2,2,Married,4244,9931,No,24,4,4,80,8,3,8,3
34,No,Sales,8,Life Sciences,1,808,3,Female,93,3,2,1,Married,6500,13305,No,17,3,2,80,6,3,3,1
42,No,Research & Development,8,Life Sciences,1,809,2,Male,66,3,5,4,Divorced,18430,16225,No,13,3,2,80,24,2,24,14
23,Yes,Research & Development,6,Life Sciences,1,811,3,Male,63,4,1,1,Married,1601,3445,Yes,21,4,3,80,1,3,0,0
24,No,Research & Development,9,Life Sciences,1,812,3,Male,60,2,1,2,Divorced,2694,26551,No,11,3,3,80,1,3,1,0
52,No,Research & Development,11,Life Sciences,1,813,4,Female,82,3,2,3,Married,3149,21821,No,20,4,2,80,9,3,5,1
50,No,Research & Development,2,Medical,1,815,3,Male,64,3,4,3,Married,17639,6881,No,16,3,4,80,30,3,4,0
29,Yes,Research & Development,1,Life Sciences,1,816,2,Female,36,2,1,1,Married,2319,6689,Yes,11,3,4,80,1,3,1,0
33,No,Research & Development,7,Medical,1,817,3,,49,3,,3,Married,11691,25995,No,11,3,4,80,14,4,13,3
33,Yes,Sales,16,Marketing,1,819,1,Female,69,3,2,1,Single,5324,26507,No,15,3,3,80,6,3,3,0
47,No,Research & Development,2,Other,1,820,3,Female,33,3,4,4,Married,16752,12982,Yes,11,3,3,80,26,2,26,3
36,No,Research & Development,1,Other,1,823,3,Female,35,3,2,2,Married,5228,23361,No,15,3,1,80,10,3,9,0
29,No,Research & Development,23,Life Sciences,1,824,3,Male,81,4,1,3,Married,2700,23779,No,24,4,3,80,10,3,10,0
58,Yes,Research & Development,2,Life Sciences,1,825,4,Male,31,3,5,2,Single,19246,25761,Yes,12,3,4,80,40,3,31,13
35,No,Research & Development,1,Life Sciences,1,826,4,Female,40,4,1,3,Single,2506,13301,No,13,3,3,80,7,3,2,2
42,No,Research & Development,1,Life Sciences,1,827,4,Female,43,2,2,4,Married,6062,4051,Yes,13,3,4,80,8,3,4,0
28,Yes,Research & Development,2,Medical,1,828,3,Male,46,3,,3,Single,4382,16374,No,17,3,4,80,5,2,2,2
36,No,Human Resources,13,Human Resources,1,829,3,Male,36,3,1,2,Married,2143,25527,No,13,3,2,80,8,3,5,0
32,No,Research & Development,4,Life Sciences,1,830,3,Female,98,2,2,3,Married,6162,19124,No,12,3,3,80,14,3,14,6
40,No,Research & Development,16,Medical,1,832,1,Male,51,2,2,3,Single,5094,11983,No,14,3,4,80,10,3,1,0
30,No,Research & Development,2,Medical,1,833,3,Female,52,2,2,4,Single,6877,20234,Yes,24,4,2,80,12,2,0,0
45,No,Research & Development,2,Life Sciences,1,834,2,Female,95,2,1,3,Single,2274,6153,No,14,3,4,80,1,3,1,0
42,No,Research & Development,29,Life Sciences,1,836,2,Male,98,3,2,2,Married,4434,11806,No,13,3,4,80,10,2,9,7
38,No,Research & Development,12,Life Sciences,1,837,1,Male,45,2,2,1,Divorced,6288,4284,No,15,3,3,80,13,2,4,1
34,No,Research & Development,16,Life Sciences,1,838,3,Female,100,2,,4,Single,2553,8306,No,16,3,3,80,6,3,5,1
49,Yes,Sales,11,Marketing,1,840,3,Female,43,3,3,4,Married,7654,5860,No,18,3,1,80,9,4,9,7
55,Yes,Sales,2,Medical,1,842,3,Male,37,3,2,4,Single,5160,21519,No,16,3,3,80,12,2,9,7
43,No,Research & Development,14,Life Sciences,1,843,2,Male,94,3,4,1,Married,17159,5200,No,24,4,3,80,22,3,4,1
27,No,Research & Development,5,Technical Degree,1,844,3,Male,42,2,3,4,Divorced,12808,8842,Yes,16,3,2,80,9,3,9,0
35,No,Research & Development,7,Other,1,845,3,Male,59,3,3,3,Single,10221,18869,No,21,4,2,80,17,4,8,1
28,No,Sales,2,Marketing,1,846,2,Female,81,3,2,2,Married,4779,3698,Yes,20,4,1,80,8,3,8,7
34,No,Human Resources,3,Human Resources,1,847,3,Male,88,3,1,4,Married,3737,2243,No,19,3,3,80,4,1,3,0
26,Yes,Research & Development,5,Medical,1,848,3,Female,88,2,1,3,Married,2366,20898,Yes,14,3,1,80,8,3,8,1
27,No,Research & Development,3,Medical,1,850,4,Male,50,3,1,4,Married,1706,16571,No,11,3,3,80,0,2,0,0
51,No,Sales,26,Marketing,1,851,1,Female,66,3,,3,Married,16307,5594,No,14,3,3,80,29,2,20,4
44,No,Research & Development,4,Medical,1,852,4,Male,50,3,2,2,Single,5933,5197,No,12,3,4,80,10,2,5,2
25,No,Research & Development,2,Medical,1,854,1,Male,65,4,1,1,Single,3424,21632,No,13,3,3,80,6,2,4,0
33,No,Sales,1,Medical,1,855,1,Male,48,4,2,1,Divorced,4037,21816,No,22,4,1,80,9,3,9,0
35,No,Research & Development,27,Medical,1,856,3,Female,53,2,1,1,Single,2559,17852,No,11,3,4,80,6,2,6,1
36,No,Sales,1,Life Sciences,1,857,2,Male,56,3,2,4,Married,6201,2823,Yes,14,3,4,80,18,2,18,4
32,No,Sales,13,Life Sciences,1,859,2,Male,73,3,2,4,Divorced,4403,9250,No,11,3,3,80,8,2,5,0
30,No,Research & Development,5,Life Sciences,1,861,2,Male,75,2,1,4,Divorced,3761,2373,No,12,3,2,80,10,2,5,0
53,No,Sales,7,Marketing,1,862,1,Female,78,2,3,4,Married,10934,20715,Yes,18,3,4,80,35,3,5,0
45,No,Sales,9,Marketing,1,864,4,Male,74,,,1,Divorced,10761,19239,Yes,12,3,3,80,18,3,5,0
32,No,Research & Development,8,Medical,1,865,3,Female,91,4,2,3,Married,5175,22162,No,12,3,3,80,9,2,5,1
52,No,Research & Development,25,Medical,1,867,3,Female,81,2,4,4,Married,13826,19028,No,22,4,3,80,31,3,9,0
37,No,Sales,16,Marketing,1,868,4,Male,66,2,2,3,Divorced,6334,24558,No,19,3,4,80,9,3,1,0
28,No,Human Resources,8,Medical,1,869,2,Male,63,2,1,4,Divorced,4936,23965,No,13,3,4,80,6,3,5,0
22,No,Research & Development,1,Life Sciences,1,872,4,Male,33,2,2,4,Married,4775,19146,No,22,4,1,80,4,1,2,2
44,No,Research & Development,8,Life Sciences,1,874,1,Male,62,4,1,4,Married,2818,5044,Yes,24,4,3,80,10,2,3,0
42,No,Research & Development,2,Medical,1,875,2,Male,35,3,1,4,Single,2515,9068,Yes,14,3,4,80,8,3,2,2
36,No,Human Resources,8,Life Sciences,1,878,1,Male,77,2,1,1,Married,2342,8635,No,21,4,3,80,6,3,5,0
25,No,Sales,3,Other,1,879,3,Male,98,3,2,1,Married,4194,14363,Yes,18,3,4,80,5,3,5,0
35,No,Research & Development,9,Life Sciences,1,880,4,Female,66,2,3,3,Married,10685,23457,Yes,20,4,2,80,17,3,17,5
35,Yes,Research & Development,25,Life Sciences,1,881,4,Female,96,3,1,2,Divorced,2022,16612,Yes,19,3,1,80,10,2,10,7
32,No,Research & Development,1,Life Sciences,1,882,4,Male,61,3,1,4,Divorced,2314,9148,No,12,3,2,80,4,3,3,0
25,No,Sales,4,Marketing,1,885,3,Male,87,2,2,1,Married,4256,18154,No,12,3,1,80,5,4,5,0
49,No,Research & Development,1,Technical Degree,1,887,3,Female,36,,1,1,Married,3580,10554,No,16,3,2,80,7,3,4,0
24,No,Research & Development,4,Life Sciences,1,888,1,Male,46,2,1,4,Married,3162,10778,No,17,3,4,80,6,2,5,3
32,No,Sales,5,Life Sciences,1,889,2,Male,48,3,2,2,Married,6524,8891,No,14,3,4,80,10,3,10,5
38,No,Sales,9,Marketing,1,893,2,Male,98,2,1,2,Married,2899,12102,No,19,3,4,80,3,3,2,1
42,No,Research & Development,3,Life Sciences,1,894,3,Female,95,4,2,4,Married,5231,23726,Yes,13,3,2,80,17,2,5,1
31,No,Research & Development,11,Life Sciences,1,895,4,Male,48,3,1,4,Married,2356,14871,Yes,19,3,2,80,8,3,6,0
29,Yes,Sales,1,Medical,1,896,2,Female,48,2,1,3,Divorced,2800,23522,Yes,19,3,3,80,5,3,3,0
53,No,Sales,8,Marketing,1,897,1,Male,73,3,4,4,Married,11836,22789,No,14,3,3,80,28,3,2,2
35,No,Research & Development,25,Technical Degree,1,899,4,Male,78,2,3,2,Married,10903,9129,No,16,3,1,80,16,3,13,4
37,No,Sales,21,Medical,1,900,3,Female,54,3,1,4,Married,2973,21222,No,15,3,2,80,10,3,5,0
53,No,Research & Development,23,Life Sciences,1,901,4,Female,72,3,4,4,Single,14275,20206,No,18,3,3,80,33,3,12,3
43,No,Research & Development,1,Life Sciences,1,902,4,Female,33,3,2,4,Married,5562,21782,No,13,3,2,80,12,2,5,2
47,No,Sales,2,Marketing,1,903,3,Female,35,3,2,4,Married,4537,17783,Yes,22,4,1,80,8,3,7,7
37,No,Sales,19,Medical,1,904,1,Male,32,3,3,2,Single,7642,4814,Yes,13,3,4,80,10,3,10,0
50,No,Research & Development,2,Life Sciences,1,905,1,Male,98,3,4,1,Divorced,17924,4544,No,11,3,4,80,31,3,31,14
39,No,Human Resources,2,Life Sciences,1,909,4,Female,42,,2,4,Married,5204,7790,No,11,3,3,80,13,3,5,0
33,No,Human Resources,3,Human Resources,1,910,4,Male,57,3,1,2,Divorced,2277,22650,Yes,11,3,3,80,7,4,4,0
32,Yes,Research & Development,25,Life Sciences,1,911,1,Male,87,3,1,4,Single,2795,18016,Yes,24,4,3,80,1,1,1,0
29,No,Research & Development,7,Medical,1,912,1,Female,62,2,1,4,Divorced,2532,6054,No,14,3,3,80,8,3,4,0
44,No,Research & Development,9,Life Sciences,1,913,2,Male,61,3,1,1,Married,2559,7508,Yes,13,3,4,80,8,3,8,7
28,No,Sales,5,Medical,1,916,1,Male,98,3,2,4,Single,4908,24252,No,14,3,2,80,4,3,4,0
58,Yes,Research & Development,2,Life Sciences,1,918,4,Male,57,2,1,4,Divorced,2380,13384,Yes,14,3,4,80,3,2,1,0
43,No,Research & Development,8,Life Sciences,1,920,1,Female,55,3,2,2,Divorced,4765,23814,No,21,4,3,80,4,4,1,0
20,Yes,Sales,2,Medical,1,922,3,Female,49,2,1,3,Single,2044,22052,No,13,3,4,80,2,2,2,0
